"attrition","age","gender","marital_status","department","job_role","job_level","job_involvement","job_satisfaction","education","education_field","business_travel","standard_hours","over_time","monthly_income"
"Stay",34,"male","married","human_resources","human_resources",1,3,4,"College","human_resources","travel_rarely",80,"no",3737
"Leave",26,"female","married","research_development","research_scientist",1,2,3,"College","medical","travel_frequently",80,"yes",2366
"Stay",27,"male","married","research_development","research_scientist",1,3,4,"Bachelor","medical","non_travel",80,"no",1706
"Stay",51,"female","married","sales","manager",4,3,3,"Master","marketing","travel_rarely",80,"no",16307
"Stay",44,"male","single","research_development","healthcare_representative",2,3,2,"Bachelor","medical","travel_rarely",80,"no",5933
"Stay",25,"male","single","research_development","research_scientist",1,4,1,"Below College","medical","travel_rarely",80,"no",3424
"Stay",33,"male","divorced","sales","sales_executive",2,4,1,"Bachelor","medical","travel_rarely",80,"no",4037
"Stay",35,"female","single","research_development","research_scientist",1,2,1,"Below College","medical","travel_rarely",80,"no",2559
"Stay",36,"male","married","sales","sales_executive",2,3,4,"College","life_sciences","travel_rarely",80,"yes",6201
"Stay",32,"male","divorced","sales","sales_executive",2,3,4,"Master","life_sciences","travel_rarely",80,"no",4403
"Stay",30,"male","divorced","research_development","research_scientist",1,2,4,"Master","life_sciences","travel_frequently",80,"no",3761
"Stay",53,"female","married","sales","sales_executive",3,2,4,"College","marketing","travel_rarely",80,"yes",10934
"Stay",45,"male","divorced","sales","sales_executive",3,3,1,"Bachelor","marketing","travel_rarely",80,"yes",10761
"Stay",32,"female","married","research_development","research_scientist",2,4,3,"College","medical","travel_rarely",80,"no",5175
"Stay",52,"female","married","research_development","manufacturing_director",4,2,4,"Master","medical","travel_frequently",80,"no",13826
"Stay",37,"male","divorced","sales","sales_executive",2,2,3,"Master","marketing","travel_rarely",80,"no",6334
"Stay",28,"male","divorced","human_resources","human_resources",1,2,4,"College","medical","travel_rarely",80,"no",4936
"Stay",22,"male","married","research_development","manufacturing_director",2,2,4,"College","life_sciences","travel_rarely",80,"no",4775
"Stay",44,"male","married","research_development","laboratory_technician",1,4,4,"Master","life_sciences","travel_rarely",80,"yes",2818
"Stay",42,"male","single","research_development","research_scientist",1,3,4,"Below College","medical","travel_frequently",80,"yes",2515
"Stay",36,"male","married","human_resources","human_resources",1,2,1,"Bachelor","life_sciences","travel_rarely",80,"no",2342
"Stay",25,"male","married","sales","sales_executive",2,3,1,"Below College","other","travel_rarely",80,"yes",4194
"Stay",35,"female","married","research_development","manufacturing_director",3,2,3,"Bachelor","life_sciences","travel_rarely",80,"yes",10685
"Leave",35,"female","divorced","research_development","research_scientist",1,3,2,"Master","life_sciences","travel_frequently",80,"yes",2022
"Stay",32,"male","divorced","research_development","laboratory_technician",1,3,4,"Bachelor","life_sciences","non_travel",80,"no",2314
"Stay",25,"male","married","sales","sales_executive",2,2,1,"Below College","marketing","travel_rarely",80,"no",4256
"Stay",49,"female","married","research_development","research_scientist",1,3,1,"Bachelor","technical_degree","travel_rarely",80,"no",3580
"Stay",24,"male","married","research_development","laboratory_technician",1,2,4,"Below College","life_sciences","non_travel",80,"no",3162
"Stay",32,"male","married","sales","sales_executive",2,3,2,"College","life_sciences","travel_frequently",80,"no",6524
"Stay",38,"male","married","sales","sales_representative",1,2,2,"Bachelor","marketing","travel_rarely",80,"no",2899
"Stay",42,"female","married","research_development","laboratory_technician",2,4,4,"Bachelor","life_sciences","travel_rarely",80,"yes",5231
"Stay",31,"male","married","research_development","research_scientist",1,3,4,"Master","life_sciences","travel_rarely",80,"yes",2356
"Leave",29,"female","divorced","sales","sales_representative",1,2,3,"Bachelor","medical","travel_rarely",80,"yes",2800
"Stay",53,"male","married","sales","sales_executive",4,3,4,"Bachelor","marketing","travel_rarely",80,"no",11836
"Stay",35,"male","married","research_development","manufacturing_director",3,2,2,"Bachelor","technical_degree","travel_rarely",80,"no",10903
"Stay",37,"female","married","sales","sales_representative",1,3,4,"College","medical","travel_frequently",80,"no",2973
"Stay",53,"female","single","research_development","research_director",4,3,4,"Master","life_sciences","travel_rarely",80,"no",14275
"Stay",43,"female","married","research_development","healthcare_representative",2,3,4,"Bachelor","life_sciences","travel_frequently",80,"no",5562
"Stay",47,"female","married","sales","sales_executive",2,3,4,"College","marketing","travel_rarely",80,"yes",4537
"Stay",37,"male","single","sales","sales_executive",3,3,2,"College","medical","non_travel",80,"yes",7642
"Stay",50,"male","divorced","research_development","manager",4,3,1,"Master","life_sciences","non_travel",80,"no",17924
"Stay",39,"female","married","human_resources","human_resources",2,2,4,"Bachelor","life_sciences","travel_rarely",80,"no",5204
"Stay",33,"male","divorced","human_resources","human_resources",1,3,2,"College","human_resources","travel_rarely",80,"yes",2277
"Leave",32,"male","single","research_development","laboratory_technician",1,3,4,"Master","life_sciences","travel_rarely",80,"yes",2795
"Stay",29,"female","divorced","research_development","laboratory_technician",1,2,4,"Below College","medical","travel_rarely",80,"no",2532
"Stay",44,"male","married","research_development","research_scientist",1,3,1,"College","life_sciences","travel_rarely",80,"yes",2559
"Stay",28,"male","single","sales","sales_executive",2,3,4,"Master","medical","travel_rarely",80,"no",4908
"Leave",58,"male","divorced","research_development","laboratory_technician",1,2,4,"Below College","life_sciences","travel_frequently",80,"yes",2380
"Stay",43,"female","divorced","research_development","manufacturing_director",2,3,2,"Bachelor","life_sciences","travel_rarely",80,"no",4765
"Leave",20,"female","single","sales","sales_representative",1,2,3,"Bachelor","medical","travel_rarely",80,"no",2044
"Leave",21,"female","single","research_development","research_scientist",1,3,4,"Below College","other","travel_rarely",80,"no",2693
"Stay",36,"male","married","research_development","healthcare_representative",2,3,4,"Below College","life_sciences","travel_rarely",80,"yes",6586
"Stay",47,"female","single","sales","sales_representative",1,2,4,"Master","life_sciences","travel_rarely",80,"yes",3294
"Leave",22,"female","married","research_development","manufacturing_director",2,3,3,"Below College","life_sciences","travel_rarely",80,"yes",4171
"Leave",41,"female","divorced","research_development","laboratory_technician",1,1,4,"Master","life_sciences","travel_rarely",80,"yes",2778
"Stay",28,"female","divorced","research_development","research_scientist",1,3,3,"Bachelor","medical","travel_rarely",80,"no",2377
"Leave",39,"male","married","research_development","laboratory_technician",1,3,1,"Bachelor","medical","travel_rarely",80,"yes",2404
"Stay",27,"female","single","research_development","research_scientist",1,3,3,"Bachelor","life_sciences","travel_rarely",80,"no",2318
"Stay",34,"male","divorced","research_development","laboratory_technician",1,3,2,"Bachelor","life_sciences","travel_rarely",80,"no",2008
"Stay",42,"female","single","sales","sales_executive",2,2,3,"College","medical","travel_rarely",80,"no",6244
"Stay",33,"male","single","research_development","research_scientist",1,2,1,"Master","other","travel_rarely",80,"yes",2799
"Stay",58,"female","divorced","research_development","healthcare_representative",3,2,2,"Bachelor","technical_degree","travel_rarely",80,"yes",10552
"Stay",31,"male","married","sales","sales_representative",1,2,3,"Master","life_sciences","travel_rarely",80,"no",2329
"Stay",35,"female","married","research_development","healthcare_representative",2,3,4,"Below College","life_sciences","travel_rarely",80,"yes",4014
"Stay",49,"female","married","research_development","laboratory_technician",3,3,2,"College","other","travel_rarely",80,"no",7403
"Stay",48,"male","married","research_development","research_scientist",1,3,3,"Master","medical","travel_rarely",80,"no",2259
"Stay",31,"female","married","sales","sales_executive",2,3,3,"College","marketing","non_travel",80,"no",6932
"Stay",36,"male","single","research_development","research_scientist",1,3,4,"Master","other","travel_rarely",80,"no",4678
"Stay",38,"female","married","research_development","research_director",3,3,1,"Bachelor","technical_degree","travel_rarely",80,"no",13582
"Stay",32,"female","married","research_development","laboratory_technician",1,2,2,"Bachelor","life_sciences","non_travel",80,"no",2332
"Leave",25,"male","married","sales","sales_representative",1,2,2,"College","marketing","travel_rarely",80,"yes",2413
"Stay",40,"male","divorced","sales","sales_executive",3,2,2,"Master","marketing","travel_rarely",80,"no",9705
"Stay",26,"male","single","sales","sales_executive",2,2,1,"Bachelor","medical","travel_frequently",80,"no",4294
"Stay",41,"male","single","research_development","laboratory_technician",1,3,1,"Bachelor","medical","travel_rarely",80,"yes",4721
"Stay",36,"male","single","research_development","laboratory_technician",1,3,3,"Master","medical","travel_rarely",80,"no",2519
"Leave",19,"male","single","sales","sales_representative",1,2,2,"Bachelor","other","travel_rarely",80,"yes",2121
"Leave",20,"male","single","research_development","laboratory_technician",1,3,1,"Bachelor","technical_degree","travel_rarely",80,"no",2973
"Stay",31,"female","married","research_development","healthcare_representative",2,3,4,"Bachelor","medical","travel_rarely",80,"yes",5855
"Stay",40,"male","divorced","research_development","research_scientist",1,3,2,"Master","medical","travel_frequently",80,"yes",3617
"Stay",32,"female","married","research_development","manufacturing_director",2,3,1,"Master","medical","travel_rarely",80,"no",6725
"Leave",36,"male","married","sales","sales_executive",3,2,4,"Below College","life_sciences","travel_rarely",80,"yes",10325
"Stay",33,"female","single","research_development","healthcare_representative",2,2,4,"Bachelor","life_sciences","travel_rarely",80,"no",6949
"Leave",37,"male","married","sales","sales_executive",3,2,3,"Master","life_sciences","travel_rarely",80,"no",10609
"Stay",45,"male","married","research_development","laboratory_technician",2,3,2,"College","life_sciences","non_travel",80,"no",4447
"Stay",29,"female","married","sales","sales_representative",1,3,4,"Bachelor","technical_degree","travel_frequently",80,"no",2157
"Stay",35,"female","married","sales","sales_executive",2,3,3,"Bachelor","medical","travel_rarely",80,"no",4601
"Stay",52,"male","married","research_development","manager",4,3,4,"College","life_sciences","travel_rarely",80,"no",17099
"Leave",58,"male","single","research_development","research_scientist",1,3,3,"Bachelor","technical_degree","travel_rarely",80,"no",2479
"Stay",53,"male","divorced","sales","manager",4,3,3,"College","medical","travel_rarely",80,"no",14852
"Stay",30,"male","divorced","sales","sales_executive",3,3,3,"College","other","travel_rarely",80,"no",7264
"Stay",38,"female","single","sales","sales_executive",2,3,4,"Bachelor","technical_degree","non_travel",80,"yes",5666
"Stay",35,"male","divorced","sales","sales_executive",3,3,4,"Master","life_sciences","travel_rarely",80,"no",7823
"Stay",39,"male","single","sales","sales_executive",3,4,3,"Doctor","life_sciences","travel_rarely",80,"no",7880
"Leave",40,"female","single","sales","sales_executive",4,4,2,"Bachelor","life_sciences","non_travel",80,"yes",13194
"Stay",47,"male","divorced","research_development","manufacturing_director",2,4,3,"Master","medical","travel_frequently",80,"yes",5067
